id,user_id,transaction_type,amount,transaction_date,description,category_id
1137,5,True,5265196.06,2025-03-02,Sewa rumah,5
1138,2,False,1700035.31,2024-11-25,Pulsa telepon,23
1139,1,True,3772739.81,2025-04-16,Pendapatan freelance,2
1140,2,False,1638568.68,2025-05-10,Langganan Netflix,11
1141,2,False,3908603.95,2024-02-09,Perbaikan rumah,16
1142,1,True,7093570.49,2024-12-29,Jual mobil,8
1143,4,True,6428546.87,2023-09-19,Pendapatan dividen,6
1144,3,True,4326669.7,2023-08-05,Hadiah acara,7
1145,3,True,9797712.65,2023-10-21,Pendapatan sewa,5
1146,2,False,3710223.11,2024-10-19,Paket internet,23
1147,3,True,7557449.64,2023-12-13,Hadiah acara,7
1148,5,False,1046841.12,2025-01-11,Tagihan air,13
1149,3,True,1796034.51,2025-05-08,Hadiah acara,7
1150,3,False,3554132.56,2024-02-13,Pulsa telepon,23
1151,2,False,2773795.96,2024-05-28,Listrik,18
1152,5,True,3020681.99,2023-12-28,Jual mobil,8
1153,3,True,2117592.32,2024-05-13,Jual aset lainnya,8
1154,4,True,1255983.26,2024-12-09,Dividen saham,4
1155,1,False,2909518.19,2024-10-12,Amal jariyah,20
1156,3,False,4871551.15,2024-08-09,Tiket pesawat,24
1157,5,False,4227947.54,2025-03-10,Belanja bahan makanan,9
1158,1,True,8904855.38,2024-07-23,Jual mobil,8
1159,2,True,4775626.05,2023-09-11,Pembagian dividen,6
1160,3,True,5624798.44,2024-01-27,Honor freelance,2
1161,1,False,2723124.55,2025-06-24,Konsultasi dokter,14
1162,3,True,1862500.69,2024-07-18,Pendapatan dividen,6
1163,2,True,4357127.76,2024-09-17,Sewa rumah,5
1164,3,False,521065.11,2024-12-20,Obat-obatan,14
1165,2,False,2092557.82,2023-11-20,Belanja pakaian,12
1166,2,False,1747567.46,2024-07-29,Transportasi lokal,24
1167,2,False,869313.73,2023-08-22,Asuransi kendaraan,19
1168,1,True,7192424.42,2023-11-29,Bonus proyek,3
1169,2,True,4823245.65,2023-10-11,Proyek freelance,2
1170,1,False,222159.53,2023-08-26,Salon,22
1171,5,False,603421.87,2023-09-06,Hotel,24
1172,1,True,7790952.44,2025-03-31,Gaji bulanan,1
1173,2,False,932061.3,2023-08-22,Kursus online,15
1174,1,True,9539124.45,2024-07-18,Sewa rumah,5
1175,2,False,2529497.05,2023-11-02,Peralatan rumah,16
1176,5,False,3581900.05,2024-01-15,Kursus online,15
1177,5,True,9318088.87,2025-07-17,Honor freelance,2
1178,4,True,4956992.46,2024-01-25,Bonus tahunan,3
1179,3,False,1079227.26,2024-09-13,Salon,22
1180,1,False,626840.86,2025-01-06,Asuransi kesehatan,19
1181,2,False,3526607.27,2023-09-03,Amal jariyah,20
1182,1,True,4463030.05,2025-03-29,Pendapatan freelance,2
1183,3,False,1137108.41,2024-05-16,Paket internet,23
1184,4,True,9052791.82,2025-06-18,Pendapatan freelance,2
1185,3,True,7048859.31,2024-10-14,Jual elektronik,8
1186,5,False,604897.04,2024-09-06,Konser musik,11
1187,5,False,332904.95,2024-07-04,Obat-obatan,14
1188,2,False,622583.22,2024-12-16,Peralatan olahraga,21
1189,3,False,3783951.69,2024-09-05,Aksesoris,17
1190,3,False,4937740.78,2024-05-04,Kelas fitness,21
1191,2,False,619728.4,2024-12-14,Belanja kebutuhan rumah,12
1192,2,False,158320.36,2023-09-16,Tagihan internet,13
1193,1,False,4860642.03,2025-04-03,Makan di restoran,9
1194,3,True,7841542.99,2025-01-06,Honor freelance,2
1195,4,False,1474879.03,2024-12-07,Kursus online,15
1196,5,True,8285334.38,2025-02-02,Pendapatan dividen,6
1197,1,False,4953650.71,2024-08-19,Bensin,10
1198,4,True,4983005.32,2023-08-26,Hadiah lomba,7
1199,2,False,4424654.14,2024-12-08,Listrik,18
1200,4,True,5387094.34,2025-02-25,Hadiah lomba,7
1201,4,False,2384796.17,2024-12-23,Tiket pesawat,24
1202,1,True,6319406.07,2025-04-15,Jual elektronik,8
1203,3,False,1609209.09,2025-03-19,Listrik,18
1204,1,True,4139891.09,2025-03-12,Pendapatan dividen,6
1205,1,False,1909061.15,2024-07-11,Asuransi kendaraan,19
1206,3,False,3309587.63,2024-03-20,Bensin,10
1207,3,False,4346010.4,2024-07-03,Bioskop,11
1208,2,True,1336398.6,2024-09-28,Pendapatan dividen,6
1209,5,False,1340428.24,2024-11-15,Perawatan kulit,22
1210,5,True,4399638.34,2024-06-18,Pembagian dividen,6
1211,5,True,1900510.15,2024-02-19,Jual aset lainnya,8
1212,3,False,841469.82,2024-07-30,Asuransi kendaraan,19
1213,4,True,8563424.4,2024-02-28,Honor freelance,2
1214,3,True,9966049.24,2024-03-11,Sewa rumah,5
1215,5,False,3591357.15,2023-10-29,Langganan Netflix,11
1216,5,True,6097854.65,2024-11-21,Honor freelance,2
1217,4,True,6863831.32,2024-12-21,Pendapatan freelance,2
1218,3,False,1008384.16,2024-04-06,Asuransi kendaraan,19
1219,5,False,4405673.88,2025-07-13,Pemeriksaan kesehatan,14
1220,5,False,1072634.5,2024-11-13,Transportasi lokal,24
1221,3,False,4673833.31,2025-04-25,Perawatan kulit,22
1222,1,False,2317808.56,2023-12-25,Donasi ke panti asuhan,20
1223,3,False,1600079.37,2025-05-03,Salon,22
1224,2,False,4120316.42,2024-01-04,Aksesoris,17
1225,3,False,2035271.04,2023-12-24,Peralatan rumah,16
1226,2,True,5177437.31,2024-10-12,Pendapatan sewa,5
1227,4,False,1017932.64,2023-12-10,Tiket kereta,10
1228,1,True,6928036.41,2025-05-13,Sewa apartemen,5
1229,1,False,3913346.39,2023-10-17,Tiket pesawat,24
1230,3,False,4503868.68,2024-07-30,Konser musik,11
1231,1,True,3124370.37,2024-12-17,Bonus kinerja,3
1232,1,False,2487291.0,2024-03-23,Baju baru,17
1233,5,True,3963573.2,2024-08-26,Pendapatan dividen,6
1234,2,False,729946.76,2024-02-28,Buku pelajaran,15
1235,3,False,4315870.67,2024-12-07,Baju baru,17
1236,5,True,3848409.52,2024-11-21,Pendapatan freelance,2
1237,2,False,1821360.08,2024-08-03,Tagihan internet,13
1238,3,True,8573256.7,2023-09-17,Gaji lembur,1
1239,2,True,3783416.52,2024-07-29,Uang hadiah,7
1240,1,False,4289659.22,2023-08-01,Perbaikan rumah,16
1241,4,False,1511431.88,2024-05-23,Baju baru,17
1242,2,False,4580295.1,2024-06-12,Pemeriksaan kesehatan,14
1243,4,False,4333558.5,2024-11-17,Sepatu,17
1244,4,False,3589756.23,2024-01-04,Asuransi kesehatan,19
1245,3,False,2110143.96,2025-02-03,Amal jariyah,20
1246,3,False,3812257.47,2025-05-10,Snack dan minuman,9
1247,2,False,25348.26,2025-04-27,Tagihan listrik,13
1248,3,True,1997453.8,2025-01-02,Proyek freelance,2
1249,2,False,3965285.05,2024-10-28,Kosmetik,22
1250,4,False,1310792.6,2025-03-22,Tagihan internet,13
1251,3,False,431150.76,2024-01-26,Kursus online,15
1252,4,False,113465.84,2025-02-14,Peralatan rumah,16
1253,5,False,4870896.58,2024-04-17,Bioskop,11
1254,2,True,6403534.58,2023-10-23,Hadiah lomba,7
1255,3,True,1127034.16,2024-10-11,Honor freelance,2
1256,4,False,601376.62,2024-02-17,Transportasi lokal,24
1257,2,False,1446930.24,2024-08-18,Sepatu,17
1258,2,False,3004413.1,2025-06-16,Kursus online,15
1259,2,False,3964393.04,2024-05-16,Salon,22
1260,3,True,9165954.11,2025-03-11,Jual elektronik,8
1261,4,True,2198844.42,2025-07-02,Jual elektronik,8
1262,4,False,3545181.3,2025-03-26,Kelas fitness,21
1263,3,True,1469013.5,2024-11-17,Gaji bulanan,1
1264,3,False,36751.32,2025-04-18,Ojek online,10
1265,4,True,7041358.19,2025-02-15,Hadiah lomba,7
1266,1,False,857633.83,2024-07-05,Sepatu,17
1267,4,True,7392300.17,2023-12-16,Pembagian dividen,6
1268,3,True,9806649.42,2024-05-06,Gaji kantor,1
1269,3,False,4514935.46,2025-04-11,Air,18
1270,3,False,4464432.33,2024-12-08,Kosmetik,22
1271,2,False,275578.72,2023-09-17,Pulsa telepon,23
1272,2,True,3342015.67,2024-11-13,Jual aset lainnya,8
1273,4,True,1367125.38,2025-07-19,Jual elektronik,8
1274,5,False,571329.51,2023-12-22,Transportasi lokal,24
1275,1,True,8813557.99,2024-01-12,Penjualan saham,4
1276,5,False,2921901.48,2025-01-12,Buku pelajaran,15
1277,5,True,3215416.92,2025-06-16,Pendapatan freelance,2
1278,1,False,1428563.44,2023-11-25,Snack dan minuman,9
1279,4,True,8532794.88,2023-08-22,Proyek freelance,2
1280,1,False,2275737.02,2025-03-23,Hotel,24
1281,1,True,6905554.81,2024-06-20,Gaji kantor,1
1282,5,True,8214021.67,2024-06-18,Gaji kantor,1
1283,1,False,471829.54,2024-01-22,Peralatan olahraga,21
1284,2,False,455049.66,2024-01-06,Gym,21
1285,4,False,3239368.33,2023-12-28,Gas,18
1286,1,True,7623003.56,2025-06-24,Hadiah acara,7
1287,5,True,8488475.87,2024-02-13,Honor freelance,2
1288,4,False,2387434.04,2025-03-29,Kelas fitness,21
1289,4,True,8298949.24,2024-01-30,Uang hadiah,7
1290,4,False,211786.07,2024-11-09,Konser musik,11
1291,2,False,4654031.39,2025-04-28,Tagihan internet,13
1292,5,True,4936199.67,2024-05-26,Jual elektronik,8
1293,2,False,4209274.39,2024-10-03,Gas,18
1294,3,False,4587337.04,2023-11-11,Langganan Netflix,11
1295,5,False,2328635.9,2025-02-25,Belanja online,12
1296,3,True,7917820.96,2023-11-17,Proyek freelance,2
1297,4,True,8586188.41,2023-10-17,Bonus tahunan,3
1298,4,False,1576592.32,2024-10-31,Gas,18
1299,4,False,1713258.56,2024-02-25,Baju baru,17
1300,2,True,8844542.15,2024-10-10,Sewa apartemen,5
1301,5,True,2050104.34,2025-05-25,Hadiah lomba,7
1302,4,False,4345214.8,2025-03-31,Kelas fitness,21
1303,4,True,7215960.63,2025-06-14,Pendapatan dividen,6
1304,4,False,634196.55,2024-02-04,Bioskop,11
1305,1,False,4296470.03,2024-11-27,Buku pelajaran,15
1306,2,False,4212027.65,2024-02-04,Perawatan kulit,22
1307,1,True,2333490.82,2023-08-15,Jual elektronik,8
1308,1,True,7649030.64,2024-12-01,Bonus proyek,3
1309,4,True,6267036.42,2024-05-20,Jual mobil,8
1310,5,False,264101.68,2023-11-06,Gym,21
1311,4,False,3688020.78,2025-02-10,Transportasi lokal,24
1312,3,True,5374908.65,2025-04-10,Uang hadiah,7
1313,4,True,5754779.28,2025-03-05,Gaji kantor,1
1314,3,False,4465457.21,2024-11-19,Sepatu,17
1315,1,False,2247143.71,2023-08-14,Sedekah,20
1316,2,True,5223163.93,2024-03-17,Dividen saham,4
1317,5,True,9295620.37,2025-05-26,Pendapatan dividen,6
1318,4,True,7506955.03,2024-09-22,Sewa rumah,5
1319,3,False,3112993.47,2025-06-30,Konsultasi dokter,14
1320,1,False,874722.61,2025-04-04,Tagihan listrik,13
1321,4,True,9487492.29,2024-05-29,Hadiah acara,7
1322,2,True,9993351.01,2024-04-16,Gaji kantor,1
1323,3,False,4141463.96,2023-08-25,Pemeriksaan kesehatan,14
1324,1,True,6558066.29,2025-02-18,Proyek freelance,2
1325,2,False,3926580.16,2025-02-13,Asuransi kesehatan,19
1326,3,False,3534960.54,2024-11-03,Belanja kebutuhan rumah,12
1327,1,False,4119815.04,2024-12-24,Belanja pakaian,12
1328,1,True,8837825.27,2023-12-31,Pendapatan freelance,2
1329,3,False,3665433.95,2023-12-28,Tiket pesawat,24
1330,3,True,2106851.22,2024-10-15,Bonus tahunan,3
1331,4,False,1234127.16,2024-07-07,Makan di restoran,9
1332,3,False,1337417.99,2024-09-20,Langganan Netflix,11
1333,3,False,766539.96,2024-09-27,Perlengkapan rumah,16
1334,2,True,4720684.77,2024-11-04,Hadiah acara,7
1335,5,False,4719263.88,2023-12-20,Sedekah,20
1336,1,False,433043.29,2024-09-07,Konser musik,11
1337,2,False,3798370.0,2025-05-10,Kelas fitness,21
1338,2,False,4888887.55,2025-05-30,Ojek online,10
1339,5,False,2015994.06,2025-07-10,Perawatan kulit,22
1340,5,False,4547061.96,2024-05-05,Asuransi kesehatan,19
1341,5,False,3504472.37,2025-05-13,Tagihan air,13
1342,2,False,3490380.12,2024-09-10,Langganan data,23
1343,2,False,194481.16,2024-08-26,Konser musik,11
1344,2,False,1076535.23,2025-02-08,Gas,18
1345,3,False,126874.49,2025-03-21,Pemeriksaan kesehatan,14
1346,3,True,7538583.22,2023-11-14,Pendapatan sewa,5
1347,1,False,3138677.77,2023-11-27,Sepatu,17
1348,1,False,2249197.06,2023-07-29,Belanja online,12
1349,4,True,8248488.06,2025-02-22,Keuntungan investasi,4
1350,5,False,1758182.3,2025-06-05,Perbaikan rumah,16
1351,5,False,2603136.57,2023-11-08,Gym,21
1352,3,False,4115985.19,2024-10-31,Kursus online,15
1353,1,True,8455938.66,2023-10-26,Hadiah lomba,7
1354,1,False,2386502.83,2023-10-11,Tagihan air,13
1355,3,False,2945314.89,2024-08-31,Kelas fitness,21
1356,3,False,4982593.76,2024-12-06,Perawatan kulit,22
1357,4,False,2533871.6,2025-07-21,Tagihan air,13
1358,4,True,7250236.35,2024-11-19,Pendapatan freelance,2
1359,1,False,4609269.8,2025-03-31,Donasi ke panti asuhan,20
1360,4,True,6145882.79,2025-01-09,Dividen perusahaan,6
1361,2,True,9919180.91,2024-05-20,Sewa rumah,5
1362,4,True,2279258.25,2024-09-27,Bonus kinerja,3
1363,1,False,4446395.46,2024-01-27,Listrik,18
1364,4,True,1608080.85,2024-09-23,Dividen perusahaan,6
1365,4,False,4502433.57,2024-11-21,Paket internet,23
1366,5,True,5542874.75,2024-10-26,Bonus proyek,3
1367,4,True,1803834.83,2025-06-03,Pendapatan dividen,6
1368,5,False,4502219.64,2025-01-27,Perbaikan rumah,16
1369,1,False,3682204.84,2023-10-22,Langganan data,23
1370,2,False,2809611.33,2025-05-13,Listrik,18
1371,5,True,9615635.26,2024-02-02,Gaji lembur,1
1372,4,False,610213.05,2024-01-24,Snack dan minuman,9
1373,1,True,3207580.25,2025-03-08,Keuntungan investasi,4
1374,4,True,4616180.79,2024-12-08,Dividen perusahaan,6
1375,1,True,4734427.81,2024-06-12,Bonus kinerja,3
1376,4,True,9818075.02,2024-01-12,Honor freelance,2
1377,3,True,7914742.22,2024-06-02,Sewa apartemen,5
1378,4,False,3076232.39,2024-01-25,Tiket kereta,10
1379,1,False,1955799.16,2023-12-16,Air,18
1380,4,False,1883810.66,2023-09-15,Baju baru,17
1381,2,True,5436814.97,2024-08-21,Keuntungan investasi,4
1382,1,True,5183411.8,2023-09-29,Pembagian dividen,6
1383,4,True,9223615.88,2024-04-24,Penjualan saham,4
1384,5,False,1239117.32,2025-05-21,Belanja online,12
1385,2,True,5013840.3,2024-12-17,Uang hadiah,7
1386,2,False,1872793.05,2024-03-31,Tagihan listrik,13
1387,5,False,218542.48,2025-04-19,Paket internet,23
1388,3,False,12709.23,2024-04-28,Konsultasi dokter,14
1389,5,True,9993176.82,2024-02-26,Uang hadiah,7
1390,5,False,236968.8,2025-01-20,Gas,18
1391,5,True,4557744.11,2023-12-14,Proyek freelance,2
1392,5,False,1062142.38,2024-06-13,Perawatan kulit,22
1393,3,False,1372335.56,2024-06-17,Langganan data,23
1394,3,True,1142871.55,2023-12-07,Pendapatan dividen,6
1395,1,False,4508210.52,2024-01-17,Snack dan minuman,9
1396,4,False,3814701.56,2023-10-15,Transportasi lokal,24
1397,1,False,3364507.11,2024-08-12,Paket internet,23
1398,5,True,8552312.14,2023-08-01,Bonus kinerja,3
1399,1,False,2228442.51,2023-08-13,Buku pelajaran,15
1400,3,False,965643.27,2025-04-24,Amal jariyah,20
1401,3,False,1178947.14,2024-07-29,Perbaikan rumah,16
1402,1,True,1064218.6,2024-09-01,Keuntungan investasi,4
1403,1,False,860680.71,2025-05-29,Tiket pesawat,24
1404,5,False,336149.52,2023-09-28,Obat-obatan,14
1405,2,True,8929027.84,2024-04-29,Keuntungan investasi,4
1406,2,False,4959837.25,2025-06-17,Snack dan minuman,9
1407,5,False,19755.27,2025-05-10,Paket internet,23
1408,1,False,2168415.38,2024-04-29,Asuransi kendaraan,19
1409,1,False,2482917.83,2023-09-06,Langganan data,23
1410,2,True,5791692.54,2023-07-29,Hadiah acara,7
1411,4,True,8920886.13,2024-03-11,Proyek freelance,2
1412,4,False,992415.32,2024-06-06,Perbaikan rumah,16
1413,1,False,149085.03,2023-08-17,Belanja kebutuhan rumah,12
1414,5,False,4204132.84,2023-11-11,Asuransi kesehatan,19
1415,4,True,8492657.61,2025-01-06,Pembagian dividen,6
1416,2,False,3822851.87,2024-10-23,Langganan data,23
1417,5,True,9250429.4,2024-06-08,Gaji kantor,1
1418,1,False,4596387.78,2023-09-18,Tiket kereta,10
1419,3,False,338293.39,2023-09-19,Perawatan kulit,22
1420,5,True,4615147.57,2024-09-16,Uang hadiah,7
1421,2,False,2272522.12,2024-10-04,Makan di restoran,9
1422,5,False,3258097.92,2023-08-19,Asuransi jiwa,19
1423,4,False,548952.88,2025-03-24,Buku pelajaran,15
1424,1,False,4522806.26,2025-05-06,Buku pelajaran,15
1425,5,True,5332593.73,2024-10-21,Uang hadiah,7
1426,2,True,1544420.65,2025-03-13,Gaji kantor,1
1427,4,False,1562829.32,2023-12-20,Amal jariyah,20
1428,2,False,1462409.08,2025-01-04,Asuransi kesehatan,19
1429,5,False,296015.05,2025-02-15,Tagihan internet,13
1430,1,False,4882788.75,2024-02-15,Seminar edukasi,15
1431,1,True,7253034.19,2025-03-29,Jual elektronik,8
1432,3,False,3084354.66,2024-06-24,Asuransi kendaraan,19
1433,2,True,5463376.06,2025-05-08,Gaji bulanan,1
1434,2,False,3123360.89,2024-11-27,Pulsa telepon,23
1435,3,False,1034528.64,2023-07-30,Gym,21
1436,3,True,1270158.3,2023-12-16,Dividen perusahaan,6
1437,3,False,229085.08,2024-02-12,Donasi ke panti asuhan,20
1438,2,True,8968440.07,2024-01-18,Keuntungan investasi,4
1439,3,False,900921.74,2024-01-20,Peralatan rumah,16
1440,3,False,4158914.22,2024-08-15,Belanja bahan makanan,9
1441,1,True,3745651.4,2024-08-05,Penjualan saham,4
1442,3,False,4393155.3,2023-11-22,Salon,22
1443,2,False,3976541.6,2025-01-19,Tagihan listrik,13
1444,4,False,3001750.32,2024-03-30,Asuransi jiwa,19
1445,1,False,4273632.81,2023-12-23,Kursus online,15
1446,3,True,8855663.43,2025-03-13,Pendapatan sewa,5
1447,4,True,8061987.01,2025-04-13,Honor freelance,2
1448,1,True,7761772.34,2024-12-26,Uang hadiah,7
1449,3,False,903202.6,2024-08-09,Langganan data,23
1450,5,False,2374053.2,2024-09-06,Transportasi lokal,24
1451,5,False,1105436.15,2024-10-28,Buku pelajaran,15
1452,2,True,4825205.69,2025-02-28,Sewa rumah,5
1453,2,False,1280100.92,2023-12-08,Donasi ke panti asuhan,20
1454,1,True,3071598.2,2024-11-11,Dividen perusahaan,6
1455,5,False,2261244.5,2024-09-14,Kosmetik,22
1456,3,False,1372367.13,2024-01-23,Asuransi kesehatan,19
1457,4,True,4231836.42,2024-05-20,Proyek freelance,2
1458,5,False,3931507.75,2023-11-01,Bioskop,11
1459,1,True,5914234.54,2024-02-10,Gaji kantor,1
1460,3,True,2715781.93,2023-12-12,Pendapatan sewa,5
1461,5,False,3852679.69,2024-07-12,Makan di restoran,9
1462,4,False,2365299.93,2023-12-23,Snack dan minuman,9
1463,4,True,5269944.27,2025-03-16,Keuntungan investasi,4
1464,5,False,1709891.26,2024-06-08,Pulsa telepon,23
1465,2,False,1055827.92,2025-02-14,Kosmetik,22
1466,1,True,3750147.42,2023-08-02,Bonus kinerja,3
1467,4,False,1705712.99,2024-10-01,Sedekah,20
1468,4,False,1637136.78,2025-02-24,Listrik,18
1469,1,False,4886444.24,2025-02-24,Tagihan air,13
1470,5,False,4901058.86,2024-08-27,Gym,21
1471,1,False,2379140.5,2025-02-26,Kursus online,15
1472,4,False,475275.12,2025-06-14,Listrik,18
1473,5,True,1241546.55,2023-10-03,Jual mobil,8
1474,4,True,3619949.76,2023-10-03,Keuntungan investasi,4
1475,4,True,2546431.45,2024-08-27,Gaji kantor,1
1476,2,False,2686900.57,2023-10-02,Tagihan air,13
1477,4,False,658362.09,2024-06-05,Buku pelajaran,15
1478,4,False,802318.44,2024-06-05,Transportasi lokal,24
1479,5,True,3478968.8,2023-12-17,Jual mobil,8
1480,4,True,6443637.4,2025-01-12,Hadiah lomba,7
1481,3,False,2306420.75,2023-09-02,Transportasi lokal,24
1482,1,True,4121036.56,2024-05-23,Jual aset lainnya,8
1483,4,False,2081113.27,2025-04-16,Obat-obatan,14
1484,4,False,3495624.96,2024-08-29,Obat-obatan,14
1485,1,True,3463986.49,2025-01-24,Bonus kinerja,3
1486,3,False,3493239.52,2024-03-02,Langganan Netflix,11
1487,4,False,4976628.74,2023-11-08,Belanja pakaian,12
1488,5,False,2056379.38,2024-04-07,Asuransi kesehatan,19
1489,2,False,143322.22,2025-07-04,Langganan data,23
1490,4,True,8701958.3,2023-08-31,Hadiah acara,7
1491,1,True,3943993.26,2024-11-10,Bonus kinerja,3
1492,4,False,2746658.42,2025-07-23,Bioskop,11
1493,4,True,8574062.8,2023-08-11,Sewa apartemen,5
1494,5,True,2117362.45,2024-08-27,Pendapatan sewa,5
1495,2,True,7096448.28,2024-10-17,Gaji bulanan,1
1496,3,True,9034189.35,2024-03-01,Gaji lembur,1
1497,4,False,1959185.76,2024-10-20,Belanja kebutuhan rumah,12
1498,1,False,3864324.38,2024-04-04,Bensin,10
1499,3,False,466018.29,2023-08-21,Kursus online,15
1500,1,True,7119635.73,2024-03-05,Penjualan saham,4
1501,1,False,3622817.37,2024-09-21,Obat-obatan,14
1502,5,True,3904116.18,2024-02-03,Pendapatan dividen,6
1503,5,True,9450309.05,2024-03-17,Hadiah lomba,7
1504,2,True,2562594.02,2025-05-23,Pembagian dividen,6
1505,3,True,5128983.39,2025-05-27,Penjualan saham,4
1506,3,False,229255.32,2024-09-16,Donasi ke panti asuhan,20
1507,3,False,4915681.44,2025-07-22,Tiket pesawat,24
1508,5,False,1267181.36,2025-03-29,Obat-obatan,14
1509,3,False,3392723.61,2023-12-07,Kelas fitness,21
1510,3,True,9802193.78,2024-11-28,Pendapatan dividen,6
1511,1,True,4441342.6,2024-03-18,Jual aset lainnya,8
1512,5,False,1170703.46,2023-11-28,Snack dan minuman,9
1513,3,True,7815211.69,2023-10-13,Uang hadiah,7
1514,1,True,3669532.57,2024-08-11,Jual mobil,8
1515,2,False,4617811.61,2024-10-20,Perlengkapan rumah,16
1516,3,True,6792418.64,2025-01-07,Dividen perusahaan,6
1517,4,False,3755249.05,2024-06-27,Listrik,18
1518,3,True,9159688.52,2024-04-03,Gaji lembur,1
1519,2,False,2612144.92,2024-10-18,Gym,21
1520,1,True,1629864.28,2023-09-15,Jual mobil,8
1521,2,False,467879.37,2025-02-05,Tagihan internet,13
1522,2,True,4836158.35,2024-06-06,Pendapatan freelance,2
1523,2,False,2125843.71,2024-04-03,Perlengkapan rumah,16
1524,3,True,9709532.3,2024-04-27,Jual mobil,8
1525,4,True,4584200.26,2024-11-17,Dividen perusahaan,6
1526,4,False,3804019.08,2023-08-13,Kosmetik,22
1527,4,False,3796703.03,2025-03-24,Konser musik,11
1528,5,True,3315625.5,2024-06-01,Bonus proyek,3
1529,4,True,1647456.85,2024-11-15,Jual mobil,8
1530,2,True,1037624.96,2024-08-10,Keuntungan investasi,4
1531,4,False,4702022.08,2024-08-09,Perawatan kulit,22
1532,4,False,2049850.05,2023-11-28,Bioskop,11
1533,4,False,979198.72,2024-04-10,Konsultasi dokter,14
1534,3,False,3178548.93,2025-07-06,Hotel,24
1535,1,False,3680964.39,2024-11-24,Salon,22
1536,1,False,3158454.04,2023-08-21,Amal jariyah,20
1537,2,True,9498386.99,2024-04-09,Jual mobil,8
1538,2,False,71563.56,2025-05-13,Obat-obatan,14
1539,4,True,5666833.39,2024-09-29,Proyek freelance,2
1540,2,False,3462265.63,2025-01-19,Aksesoris,17
1541,4,False,3764786.64,2023-10-23,Perawatan kulit,22
1542,1,False,4072997.83,2024-02-23,Sedekah,20
1543,4,False,4935257.21,2023-07-25,Makan di restoran,9
1544,1,True,5724657.9,2024-05-14,Uang hadiah,7
1545,4,True,2677600.35,2024-02-11,Dividen perusahaan,6
1546,4,True,5055947.06,2024-01-30,Proyek freelance,2
1547,2,True,8282607.64,2024-04-14,Bonus tahunan,3
1548,4,False,4343126.34,2023-10-13,Belanja pakaian,12
1549,3,True,3490859.83,2023-08-23,Pendapatan freelance,2
1550,5,True,7055241.33,2023-08-02,Jual mobil,8
1551,1,True,6987900.5,2023-10-31,Gaji bulanan,1
1552,2,False,1884572.36,2024-04-21,Snack dan minuman,9
1553,4,False,3025814.04,2024-08-06,Asuransi kendaraan,19
1554,3,False,4705545.32,2024-09-04,Perlengkapan rumah,16
1555,4,False,4366656.39,2023-07-27,Donasi ke panti asuhan,20
1556,4,False,3628848.73,2023-08-19,Gym,21
1557,5,True,9559557.45,2024-08-04,Sewa apartemen,5
1558,4,False,2579420.87,2024-02-01,Transportasi lokal,24
1559,1,False,92985.22,2023-09-08,Asuransi kendaraan,19
1560,3,False,3037747.45,2025-04-11,Perbaikan rumah,16
1561,1,True,9881843.17,2023-11-03,Jual aset lainnya,8
1562,4,True,7407477.76,2025-02-28,Keuntungan investasi,4
1563,5,True,8171386.84,2025-06-12,Jual elektronik,8
1564,5,False,848583.73,2023-11-19,Paket internet,23
1565,4,False,1224346.43,2025-05-29,Peralatan rumah,16
1566,1,True,2442117.5,2024-08-19,Gaji kantor,1
1567,3,True,6993394.13,2023-11-27,Pendapatan sewa,5
1568,2,False,461304.35,2024-06-28,Transportasi lokal,24
1569,2,False,3223492.84,2024-08-17,Konser musik,11
1570,5,False,4044152.93,2024-04-14,Salon,22
1571,1,True,1802254.84,2025-03-21,Honor freelance,2
1572,2,False,2868466.66,2024-06-08,Belanja pakaian,12
1573,4,False,1560886.58,2025-01-22,Snack dan minuman,9
1574,2,False,1605018.52,2025-06-18,Kosmetik,22
1575,2,False,541863.75,2025-01-25,Peralatan rumah,16
1576,4,True,8534949.89,2025-06-19,Sewa rumah,5
1577,4,True,2312836.29,2025-07-12,Pendapatan sewa,5
1578,1,False,2516866.19,2023-11-27,Gas,18
1579,3,False,3159074.59,2024-12-11,Tiket pesawat,24
1580,3,False,303474.82,2023-12-27,Peralatan olahraga,21
1581,2,False,3505032.99,2024-01-23,Peralatan rumah,16
1582,4,False,4922103.82,2024-01-03,Gas,18
1583,1,False,2117962.98,2024-07-14,Asuransi kendaraan,19
1584,4,True,3541276.75,2025-07-10,Sewa apartemen,5
1585,5,True,3910767.27,2023-09-17,Bonus kinerja,3
1586,3,False,2890015.47,2025-07-05,Konsultasi dokter,14
1587,4,True,2887897.1,2024-02-09,Bonus kinerja,3
1588,1,True,7104860.25,2024-08-12,Proyek freelance,2
1589,4,False,4630666.83,2024-07-22,Obat-obatan,14
1590,4,True,2056121.61,2025-05-19,Gaji lembur,1
1591,3,False,3138593.01,2024-03-30,Tagihan air,13
1592,1,True,5397633.04,2025-03-25,Uang hadiah,7
1593,2,False,3881490.55,2025-05-28,Kelas fitness,21
1594,1,False,1383328.04,2024-10-21,Kelas fitness,21
1595,3,True,1743732.92,2025-05-10,Pendapatan freelance,2
1596,5,True,3463523.26,2023-10-28,Jual aset lainnya,8
1597,5,True,9999587.72,2024-10-10,Jual aset lainnya,8
1598,3,False,1632892.58,2025-01-24,Belanja online,12
1599,2,False,1975044.76,2025-01-16,Snack dan minuman,9
